,content,date,like,tags,name,overlap,place
10,"전주_한가로운전주 분위기 좋은 감성숙소""한가로운""'한가로운'은1층인 한가와 2층인 로운으로 이루어져있으며'한가'는 프라이빗한 나만의 공간이에요.유리블럭을 통해 집 안으로 쏟아지는따뜻한 햇살을 느끼며한가로운 기분을 만끽해보세요 :)내부는 따뜻하고 포근한 느낌의베이지 우드톤으로 인테리어 되어있어요.게스트가 사용하는 출입구에연결된 보도나 통로에 조명 시설이 있어밤에도 불편없이 다닐 수 있어요 :)근처에 대형마트가 있으며다양한 숙소 편의시설이 구비되어있어편한 사용이 가능해요.정원마저 매력적인 한가에서힐링의 시간을 보낼 수 있답니다 :)—————————————————🏡'전주 한가로운'🚩주소👉전라북도 전주시 완산구 서신천변9길 2📆예약문의👉airbnb.co.kr/rooms/48706514⏰체크인 : PM 16:00⏰체크아웃 : AM 11:00📍가격정보📍비수기 평일 기준 약 240,000📸Photo by @96.song_ @judy____kim @songej0812전국 감성숙소는 #데일리감성전라북도로 떠난다면 #데일리감성_전북—————————————————",2021-09-16,9,"['#데일리감성전라북도로', '#데일리감성_전북—————————————————']",한가로운,0,
11,"경주_스테이인연한옥에 더해진 편리함과 현대적 감각""스테이인연""'스테이인연'은경주의 황리단길은 황남동 포석로 일대의골목길로 1960년대의 낡은 건물들이그대로 보존되어 있어 옛 정취를 느낄 수 있어요 :)황리단길 번화가에서 걸어서 2분 거리에한옥 감성 숙소 스테이인연이 위치하고 있어요.옛 정취를 고스란히 느낄 수 있는카페나 식당을 방문하기에 편리하며근처에 첨성대와 대릉원 등의관광지를 함께 둘러볼 수 있어요 :)객실 내에는 프리미엄 가전인더 프리미어 4K 빔프로젝터와 스피커,스타일러, 모션 침대, 커피머신 등이배치되어있어 다양하고 편리한 경험이 가능해요.모든 객실이 독립적인 구조를 가지고 있으며기존 한옥의 넓은 마당과 공용 공간을 없애고개별 입구와 마당을 만들어서프라이빗한 감성을 선사해주어요 :)—————————————————🏡'경주 스테이인연'🚩주소👉경북 경주시 첨성로49번길 24-3📆예약문의👉stayfolio.com/findstay/stay-inyeon⏰체크인 : PM 16:00⏰체크아웃 : AM 11:00📍가격정보📍비수기 평일 기준 170,000📸Photo by @ddoriny @ggaengsta2 @ujunngg전국 감성숙소는 #데일리감성경주 감성숙소는 #데일리감성_경주경상북도로 떠난다면 #데일리감성_경북—————————————————",2021-09-16,16,"['#데일리감성경주', '#데일리감성_경주경상북도로', '#데일리감성_경북—————————————————']",스테이인연,0,경상북도 경주시 사정동 118-15
12,"부안_스테이 변산바람꽃갯벌이 있는 유럽감성의 숙소""스테이 변산바람꽃""'스테이 변산바람꽃'은작고 평화로운 바닷가 포구 마을에 위치한나무로 만든 집이에요 :)하루에 두 번씩 밀물 썰물이첨벙대는 소리가 들릴만큼 바다와 가까우며방 안에서는 동이 트는 모습과노을이 지는 구름의 모습을 볼 수 있어요.숙소를 나와 조금만 걷다보면작당 포구 마을이 있고바로 해변으로 내려갈 수 있어요.드넓은 갯벌은 밀물, 썰물, 시간, 계절에 따라모두 다른 풍경을 연출한답니다.나무 욕조에서는 바다를 바라보며목욜을 할 수 있고 창을 열면 바닷바람이 불며달과 별을 바라보며 잠에 들 수도 있어요 :)시시각각 풍경이 변하는 드넚은 갯벌에서산책하고 탐험하는 즐거움을 누려보세요.—————————————————🏡'부안 스테이 변산바람꽃'🚩주소📍전북 부안군 진서면 작당길 6-7📆예약문의👉https://www.stay-wf.com/⏰체크인 : PM 16:00⏰체크아웃 : AM 11:30📍가격정보📍비수기 평일 기준 약 165,000📸Photo by @haeun_io @imphanyy @tmakdlf1119전국 감성숙소는 #데일리감성부안 감성숙소는 #데일리감성_부안 전라북도로 떠난다면 #데일리감성_전북—————————————————",2021-09-14,16,"['#데일리감성부안', '#데일리감성_부안', '#데일리감성_전북—————————————————']",스테이 변산바람꽃,0,전라북도 부안군 진서면 운호리 343
13,"경주_한옥인경주 황리단길 전통 한옥스테이""한옥인""'한옥인'은200여평의 넓은 대지에 최근 신축한 4개동 건물로 이루어진전통호텔급 한옥이에요 :)남측에 고급스럽고 화려한 사주대문북측엔 첨성대로 향하는 옛골목으로 통하는뒷문과 작고 아름다운 협문 등3개의 문이 있어 대릉원이나 황리단길로쉽게 드나들 수 있어요.본채갤러리는 본관으로 사용되며한옥체험실, 감성카페 식당 및 전통다실이 있어다양한 볼거리를 제공해주어요.아름다운 내부공간에서는편안함을 느낄 수 있으며2층에서는 가까이는 황남동 한옥마을들의 파노라마를,멀리는 대릉원, 오릉, 첨성대 등 경주 전체를 조망할 수 있어요 :)아늑한 잔디마당과 넓은 데크에서휴식을 취하며 와편담장과 뒤뜰에서힐링을 즐겨보세요 :)—————————————————🏡'경주 한옥인'🚩주소📍경북 경주시 포석로 1050번길 19📆예약문의📍blog.naver.com/hanokinn⏰체크인 : PM 14:00⏰체크아웃 : AM 10:30📍가격정보📍비수기 평일 기준 150,000📸Photo by @mikyeong_reina @yang0653전국 감성숙소는 #데일리감성경주 감성숙소는 #데일리감성_경주경상북도로 떠난다면 #데일리감성_경북—————————————————",2021-09-14,11,"['#데일리감성경주', '#데일리감성_경주경상북도로', '#데일리감성_경북—————————————————']",한옥인,0,경상북도 경주시 황남동 226-2
14,"영동_스테이인터뷰숲에 안긴 감성 스테이""스테이인터뷰 영동""'스테이인터뷰 영동'은해가 가장 오래 머무는 곳인 영동햇볕 가득한 곳에 자리잡고 있으며키 작은 돌담과 단아한 중정, 대나무 정원이자연을 오롯이 드러내줍니다 :)화이트톤을 채운 우드톤의 자연 색감은키 낮은 가구들과 함께고요하고 아늑한 분위기를 자아내요.도시의 고단함을 벗어나익숙함과 잠시 이별하고 싶은 순간산 끝자락에 자리한 온천탕은특별한 위로가 됩니다 :)스테이인터뷰는 영동 강선대 트레킹 코스와 마주하고 있어소나무를 따라 소박하게 걸으며계절마다 변하는 자연의 모습에마음의 얼룩을 지우고 일상의 짐을내려놓을 수 있어요.자연을 오롯이 만날 수 있는스테이 인터뷰 영동에서나를 만나는 여행을 떠나보세요 :)—————————————————🏡'영동 스테이인터뷰'🚩주소📍충북 영동군 양산면 양산심천로 45📆예약문의📍stayinterview.co.kr⏰체크인 : PM 15:00⏰체크아웃 : AM 11:00📍가격정보📍비수기 평일 기준 약 100,000Photo by @eeyosgnuj @u__uri_ @zzaerin전국 감성숙소는 #데일리감성충북으로 떠난다면 #데일리감성_충북—————————————————",2021-09-13,45,"['#데일리감성충북으로', '#데일리감성_충북—————————————————']",스테이인터뷰 영동,0,
15,"제주_앳코너감성가득한 별장같은 숙소""앳코너""'앳코너'는나무로 지어진 집으로하얗고 부드러운 린넨 이불속에서꿈에 그리던 휴가를 즐길 수 있어요 :)바로 몇걸음 앞엔 푸른 바다가 펼쳐져있고이호테우 해수욕장도 걸어서5분이면 갈 수 있으니멋진 제주도 일몰을 감상하며해변가 산책을 즐겨보세요.앳코너는 커다란 나무들이 심어져있고새들이 지저귀며 나비가 날아다니는아름다운 정원을 품고있어요.저녁엔 로즈마리와 라벤더 향이은은하게 나는 정원속에서바베큐 파티를 즐겨도 좋으며아담한 객실의 주방에서직접 요리를 해도 좋답니다 :)넓은 정원과 바다가 반겨주는제주 앳코너에서 완벽한 휴가를 보내보세요.—————————————————🏡'제주 앳코너'🚩주소👉제주시 백포북길 25📆예약문의👉airbnb.co.kr/rooms/35516707⏰체크인 : PM 15:00⏰체크아웃 : PM 12:00📍가격정보👉비수기 평일 기준 약 127,000📸Photo by @bless_noi @euna.ccc @xummer.6전국 감성숙소는 #데일리감성제주도로 떠난다면 #데일리감성_제주—————————————————",2021-09-11,62,"['#데일리감성제주도로', '#데일리감성_제주—————————————————']",앳코너,0,제주특별자치도 제주시 이호일동 350-1
16,"거제_내도모해아름다운 섬에서의 힐링""내도모해""'모해'는순우리말로 모퉁이를 비추는 햇살이라는 뜻이에요.'내도' 또한 '모해' 처럼작고 소박하지만 따뜻한 곳이라고 느껴이 곳 이름을 내도모해 라고 지었다고 하네요.화려하진 않지만 따뜻한 감성이가득한 공간에서 일상에 지친 몸과 마음을 달래고휴식을 취해보세요 :)거제도에서 10분정도 배를 타고이동하면 내도에 갈 수 있으며내도에서 숙박을 하는 경우에는배 이용료를 할인 받을 수 있다고 해요.숙소가 바로 1분 거리에 있기 때문에짐이 많아도 걱정이 없어요.숙소 앞으로는 바다가 눈 앞에 펼쳐져 있고작은 섬이여서 한적하고 조용하게쉬고 올 수 있어요 :)카페도 운영을 하고 있으니커피를 마시며 근처 산책을 즐겨보세요.—————————————————🏡'거제 내도모해'🚩주소👉경남 거제시 일운면 내도길 3-6📆예약문의👉map.naver.com/v5/entry/place/55506863⏰체크인 : PM 15:00⏰체크아웃 : AM 11:00📍가격정보👉비수기 평일 기준 98,000📸Photo by @17_semi @baryo13 @luv__ys.sy전국 감성숙소는 #데일리감성거제로 떠난다면 #데일리감성_거제경상남도 여행은 #데일리감성_경남—————————————————",2021-09-07,57,"['#데일리감성거제로', '#데일리감성_거제경상남도', '#데일리감성_경남—————————————————']",내도모해,0,경상남도 거제시 일운면 와현리 11-2
17,"속초_파도의무늬오션뷰 감성 에어비앤비""파도의무늬""'파도의무늬'는물결이 일렁이고 윤슬이 반짝거리며파도가 철썩철썩 치는다양한 모습의 파도의 무늬를 즐길 수 있어요.들려오는 시원한 파도소리를가만히 눈을 감고 듣다보면많은 생각과 많은 계획을 잠시 내려두고느긋하게 머리를 식힐 수 있어요 :)숙소 내부는세개의 창으로 엿보이는 푸른 파도의 무늬와오후부터 저녁까지 긴 시간 들어오는따뜻한 영랑호의 햇살까지 그대로 담은 공간으로바다가 보이는 오션뷰에요 :)객실과 욕실, 주방으로 분리되어있고스마트빔과 블루투스 스피커 이 외에도드라이어와 다리미도 구비되어 있어요.주방에서 음식 조리가 가능하지만환기에 제한이 있어냄새가 많이 나는 요리는 삼가 부탁드려요 :)눈을 감고 파도의 소리를 들으며안티 스트레스 티와 함께 복잡한 마음을 해소해보세요.—————————————————🏡'속초 파도의무늬'🚩주소👉강원도 속초시👉정확한 주소는 예약 후 표시📆예약문의airbnb.co.kr/rooms/43537659⏰체크인 : PM 16:00⏰체크아웃 : PM 12:00📍가격정보👉비수기 평일 기준 약 170,000📸Photo by @hyoyonee @kimssoyeoni @seony5h전국 감성숙소는 #데일리감성속초로 떠난다면 #데일리감성_속초강원도 여행은 #데일리감성_강원—————————————————",2021-09-06,47,"['#데일리감성속초로', '#데일리감성_속초강원도', '#데일리감성_강원—————————————————']",파도의무늬,0,
18,"경주_조히경주 독채 한옥 감성숙소""조히""'조히'는ㄱ자로 되어 있는 독채 한옥 숙소로한옥의 감성은 유지하면서편리함을 더한 숙소에요 :)거실은 서가래를 살려놓아서한옥의 정취를 그대로 느낄 수 있고오래되지 않은 숙소라 시설이 깔끔해요.스피커로 은은하게 노래를 틀어놓을 수 있고빔 프로젝터로 영상을 볼 수도 있어요.독채로 사용하는 숙소이며마당이 있어 피크닉을 즐길 수도 있어요 :)주방에는 발뮤다 토스터기와캡슐 커피머신도 있으며각종 조리도구들이 구비되어 있어요.조미료도 다양하게 있으며식기와 잔이 종류별로 있어음식과 술에 맞는 식기를 사용할 수 있어요 :)—————————————————🏡'경주 조히'🚩주소👉경주시 원효로 213번길 7📆예약문의👉instagram.com/johe_hanok⏰체크인 : PM 15:00⏰체크아웃 : AM 11:00📍가격정보👉비수기 평일 기준 280,000📸Photo by @luv______mi @luvsoyuri_ @mina_ov전국 감성숙소는 #데일리감성경주로 떠난다면 #데일리감성_경주경상북도 여행은 #데일리감성_경북—————————————————",2021-09-03,49,"['#데일리감성경주로', '#데일리감성_경주경상북도', '#데일리감성_경북—————————————————']",조히,0,경상북도 경주시 황오동 58-9
19,"강릉_스테이 시호일시간의 흔적을 담은 감성숙소""스테이 시호일""'스테이 시호일'은60년대 강릉의 번화가로 유명했던남문동에 위치해 있으며시간의 흔적을 품은 주택과상점들이 많은 동네에요 :)상점과 주택가가 만나는 지점에조용히 자리하고 있으며오래된 주택의 형태는 유지하면서내부는 미니멀 베이스에 빈티지한 요소를 입혀시호일만의 독특한 분위기를느낄 수 있어요.대관령 물줄기가 바다까지 흘러가는남대천이 있어 계곡에서 내려온 물고기와바다에서 밀려온 물고기, 각종 새들을눈 앞에서 볼 수 있어요 :)따스한 아침 햇살을 맞으며 일어나 바로 앞의 남대천을 따라 산책을 즐기고동네의 아기자기한 가게와 카페를 구경하며사랑하는 사람들과 행복한 시간을 보내보세요 :)—————————————————🏡'강릉 스테이 시호일'🚩주소👉강릉시 경강로 2046번길 19-3📆예약문의👉stayfolio.com/findstay/stay-sihoil⏰체크인 : PM 16:00⏰체크아웃 : AM 10:00📍가격정보👉비수기 평일 기준 150,000📸Photo by @bo___oy @heee.sh전국 감성숙소는 #데일리감성강릉으로 떠난다면 #데일리감성_강릉강원도 여행은 #데일리감성_강원————————————————— #스테이시호일 #강릉스테이 #강릉감성숙소 #강릉감성여행 #강릉숙소추천 #강릉숙소강추 #강릉예쁜숙소 #강원도감성숙소 #강릉숙박추천",2021-09-03,15,"['#데일리감성강릉으로', '#데일리감성_강릉강원도', '#데일리감성_강원—————————————————', '#스테이시호일', '#강릉스테이', '#강릉감성숙소', '#강릉감성여행', '#강릉숙소추천', '#강릉숙소강추', '#강릉예쁜숙소', '#강원도감성숙소', '#강릉숙박추천']",스테이 시호일,0,
